지식등록법령조문일련번호,지식등록법령일련번호,시행일자,조문번호,조문가지번호,조문제목,등록여부,법령지식조문일련번호,조문일련번호
149506,2873,2013-07-01,0008,00,장애인의 범위 등,Y,149506,31670126
149505,2873,2013-07-01,0017,00,공익법인의 범위,Y,149505,31670135
149504,2873,2013-07-01,0031,00,비영업용 승용자동차의 구분 등,Y,149504,31670115
147919,2797,2013-07-01,0095,00,비용부담액의 확정,Y,147919,31661531
147920,2797,2013-07-01,0100,00,자의 의견의 청취,Y,147920,31661559
147921,2797,2013-07-01,0110,00,당사자,Y,147921,31661567
147922,2797,2013-07-01,0120,00,조정장의 기명날인,Y,147922,31661574
149455,2867,2013-07-01,0005,00,국가 등에서 일상적으로 공무에 종사하는 직원,Y,149455,31669303
149454,2867,2013-07-01,0101,00,국가유공자증 및 국가유공자유족증의 교부,Y,149454,31669461
149453,2867,2013-07-01,0098,00,품위손상행위 등,Y,149453,31669449
149452,2867,2013-07-01,0088,00,,Y,149452,31669422
149451,2867,2013-07-01,0071,00,상환기간의 연장신청,Y,149451,31669410
149450,2867,2013-07-01,0069,00,대부의 신청 등,Y,149450,31669409
149448,2867,2013-07-01,0064,00,진료비용의 감면,Y,149448,31669385
149447,2867,2013-07-01,0063,00,의료시설 지정에 따른 진료의 위탁 등,Y,149447,31669402
148389,2815,2013-07-01,0035,00,신고납부 등,Y,148389,31481707
148391,2815,2013-07-01,0053,00,미납세 반출,Y,148391,31481740
149408,2866,2013-07-01,0006,00,외국인투자의 변경신고 사항 등,Y,149408,31702607
148561,2828,2013-07-01,0033,00,수출입 물품등의 원산지의 표시,Y,148561,31500084
148563,2828,2013-07-01,0039,00,수입수량 제한조치,Y,148563,31500091
148564,2828,2013-07-01,0044,00,무역거래자간 무역분쟁의 신속한 해결,Y,148564,31500097
148566,2828,2013-07-01,0053,00,벌칙,Y,148566,31500108
148567,2828,2013-07-01,0055,00,미수범,Y,148567,31500111
148568,2828,2013-07-01,0056,00,과실범,Y,148568,31500112
148569,2828,2013-07-01,0057,00,양벌규정,Y,148569,31500113
148570,2828,2013-07-01,0002,00,정의,Y,148570,31500046
148571,2828,2013-07-01,0010,00,수출입의 원칙,Y,148571,31500057
148572,2828,2013-07-01,0011,00,수출입의 제한 등,Y,148572,31500058
148573,2828,2013-07-01,0012,00,통합 공고,Y,148573,31500059
148575,2828,2013-07-01,0018,00,구매확인서의 발급 등,Y,148575,31500066
148576,2828,2013-07-01,0019,00,전략물자의 고시 및 수출허가 등,Y,148576,31500068
148578,2828,2013-07-01,0025,00,자율준수무역거래자,Y,148578,31500074
148579,2828,2013-07-01,0034,00,원산지 판정 등,Y,148579,31500085
148348,2815,2013-07-01,0096,00,특별징수,Y,148348,31481768
148347,2815,2013-07-01,0089,00,세율,Y,148347,31481765
148346,2815,2013-07-01,0086,00,납세의무자,Y,148346,31481784
149410,2866,2013-07-01,0008,00,기존주식등의 취득 허가에 관한 협의,Y,149410,31702169
149412,2866,2013-07-01,0020,00,지방자치단체에 대한 지원 기준 등,Y,149412,31702613
149414,2866,2013-07-01,0022,00,외국인투자진흥관실의 업무 등,Y,149414,31702621
148364,2815,2013-07-01,0152,00,신고 및 납부와 부과·징수,Y,148364,31481836
148363,2815,2013-07-01,0151,00,과세표준과 세율,Y,148363,31481852
148362,2815,2013-07-01,0150,00,납세의무자,Y,148362,31481835
148361,2815,2013-07-01,0149,00,목적,Y,148361,31481851
149418,2866,2013-07-01,0026,00,외국인투자지역의 관리,Y,149418,31702624
149417,2866,2013-07-01,0025,00,외국인투자지역의 지정 등,Y,149417,31702638
148360,2815,2013-07-01,0136,00,세율,Y,148360,31481840
148359,2815,2013-07-01,0124,00,자동차의 정의,Y,148359,31481812
148358,2815,2013-07-01,0118,00,분할납부,Y,148358,31481819
148357,2815,2013-07-01,0117,00,물납,Y,148357,31481807
148356,2815,2013-07-01,0115,00,납기,Y,148356,31481818
148355,2815,2013-07-01,0112,00,재산세 도시지역분,Y,148355,31481803
148354,2815,2013-07-01,0111,00,세율,Y,148354,31481776
148353,2815,2013-07-01,0110,00,과세표준,Y,148353,31481802
148352,2815,2013-07-01,0108,00,납세지,Y,148352,31481800
148351,2815,2013-07-01,0107,00,납세의무자,Y,148351,31481774
148350,2815,2013-07-01,0105,00,과세대상,Y,148350,31481773
148349,2815,2013-07-01,0104,00,정의,Y,148349,31481798
149415,2866,2013-07-01,0023,00,외국인투자유치협의회,Y,149415,31702622
148345,2815,2013-07-01,0082,00,면세점,Y,148345,31481761
149407,2866,2013-07-01,0005,00,외국인투자 제한업종 등,Y,149407,31702166
149405,2866,2013-07-01,0040,00,권한의 위임·위탁,Y,149405,31702645
148393,2815,2013-07-01,0059,00,기장의무,Y,148393,31481730
148396,2815,2013-07-01,0064,00,납세담보,Y,148396,31481732
148398,2815,2013-07-01,0075,00,납세의무자,Y,148398,31481755
148400,2815,2013-07-01,0079,00,징수방법 등,Y,148400,31481778
148402,2815,2013-07-01,0085,00,정의,Y,148402,31481763
149432,2867,2013-07-01,0026,00,간호수당,Y,149432,31669309
148371,2815,2013-07-01,0007,00,납세의무자 등,Y,148371,31481685
148372,2815,2013-07-01,0008,00,납세지,Y,148372,31481686
148373,2815,2013-07-01,0010,00,과세표준,Y,148373,31481666
148381,2815,2013-07-01,0023,00,정의,Y,148381,31481673
148384,2815,2013-07-01,0026,00,비과세,Y,148384,31481700
148385,2815,2013-07-01,0027,00,과세표준,Y,148385,31481675
148387,2815,2013-07-01,0030,00,신고 및 납부,Y,148387,31481703
148399,2815,2013-07-01,0078,00,세율,Y,148399,31481759
148401,2815,2013-07-01,0081,00,세율,Y,148401,31481780
148397,2815,2013-07-01,0074,00,정의,Y,148397,31481757
148394,2815,2013-07-01,0060,00,신고 및 납부 등,Y,148394,31481744
149404,2866,2013-07-01,0002,00,외국인투자 등의 정의,Y,149404,31702165
148392,2815,2013-07-01,0054,00,과세면제,Y,148392,31481728
148390,2815,2013-07-01,0039,00,면허의 취소 등,Y,148390,31481721
148388,2815,2013-07-01,0034,00,세율,Y,148388,31481706
145509,2643,2013-07-01,0026,00,최고ㆍ최저 보상기준 금액의 산정방법,Y,145509,31669149
142132,2359,2013-07-01,0759,00,動物의 占有者의 責任,Y,142132,32023728
145251,2620,2013-07-01,0007,00,권리의 보호,Y,145251,30559212
142129,2359,2013-07-01,0755,00,감독자의 책임,Y,142129,32023724
145248,2620,2013-07-01,0001,00,목적,Y,145248,30559209
145249,2620,2013-07-01,0003,00,정의,Y,145249,30559268
145250,2620,2013-07-01,0006,00,급여의 종류,Y,145250,30559271
142105,2359,2013-07-01,0693,00,任置의 意義,Y,142105,32023656
142083,2359,2013-07-01,0660,00,期間의 約定이 없는 雇傭의 解止通告,Y,142083,32023619
142080,2359,2013-07-01,0655,00,雇傭의 意義,Y,142080,32023614
142078,2359,2013-07-01,0646,00,賃借人의 附屬物買受請求權,Y,142078,32023604
142076,2359,2013-07-01,0639,00,묵示의 更新,Y,142076,32023597
142074,2359,2013-07-01,0862,00,認知에 對한 異議의 訴,Y,142074,32023852
142072,2359,2013-07-01,0860,00,認知의 遡及效,Y,142072,32023850
142071,2359,2013-07-01,0859,00,認知의 效力發生,Y,142071,32023849
142069,2359,2013-07-01,0855,00,認知,Y,142069,32023845
142068,2359,2013-07-01,0854,00,"詐欺, 强迫으로 因한 承認의 取消",Y,142068,32023844
142067,2359,2013-07-01,0852,00,친생부인권의 소멸,Y,142067,32023842
145547,2645,2013-07-01,0019,00,사용증명서의 청구,Y,145547,31668975
145548,2645,2013-07-01,0022,00,보존 대상 서류 등,Y,145548,31668993
145550,2645,2013-07-01,0024,00,수급인의 귀책사유,Y,145550,31669017
145551,2645,2013-07-01,0025,00,지급기일 전의 임금 지급,Y,145551,31668999
139417,2154,2013-07-01,0162,00,통칙,Y,139417,25145225
139416,2154,2013-07-01,0161,00,과태료의 부과ㆍ징수,Y,139416,25145241
139415,2154,2013-07-01,0160,00,과태료,Y,139415,25145240
139414,2154,2013-07-01,0159,00,양벌규정,Y,139414,25145239
139413,2154,2013-07-01,0156,00,벌칙,Y,139413,25145221
139412,2154,2013-07-01,0155,00,벌칙,Y,139412,25145220
139411,2154,2013-07-01,0154,00,벌칙,Y,139411,25145219
142135,2359,2013-07-01,0763,00,準用規定,Y,142135,32023732
145527,2643,2013-07-01,0045,00,추가상병,Y,145527,31669173
142070,2359,2013-07-01,0858,00,胞胎中인 子의 認知,Y,142070,32023848
142073,2359,2013-07-01,0861,00,認知의 取消,Y,142073,32023851
142077,2359,2013-07-01,0640,00,借賃延滯와 解止,Y,142077,32023598
142079,2359,2013-07-01,0651,00,賃貸借存續期間,Y,142079,32023609
142082,2359,2013-07-01,0657,00,權利義務의 專屬性,Y,142082,32023616
142108,2359,2013-07-01,0704,00,組合財産의 合有,Y,142108,32023668
142130,2359,2013-07-01,0756,00,使用者의 賠償責任,Y,142130,32023725
142133,2359,2013-07-01,0760,00,共同不法行爲者의 責任,Y,142133,32023729
142136,2359,2013-07-01,0764,00,名譽毁損의 境遇의 特則,Y,142136,32023733
142140,2359,2013-07-01,0500,00,"更改의 要件, 效果",Y,142140,32023440
142143,2359,2013-07-01,0504,00,舊債務不消滅의 境遇,Y,142143,32023444
142138,2359,2013-07-01,0767,00,親族의 定義,Y,142138,32023738
145504,2643,2013-07-01,0021,00,"보험급여의 청구, 결정 통지 등",Y,145504,31669146
145505,2643,2013-07-01,0022,00,평균임금의 증감,Y,145505,31669163
145508,2643,2013-07-01,0025,00,직업병에 걸린 사람에 대한 평균임금 산정 특례,Y,145508,31669148
142137,2359,2013-07-01,0766,00,損害賠償請求權의 消滅時效,Y,142137,32023735
145511,2643,2013-07-01,0028,00,시설물 등의 결함 등에 따른 사고,Y,145511,31669166
145512,2643,2013-07-01,0029,00,출퇴근 중의 사고,Y,145512,31669151
145514,2643,2013-07-01,0031,00,특수한 장소에서의 사고,Y,145514,31669167
145515,2643,2013-07-01,0032,00,요양 중의 사고,Y,145515,31669153
145517,2643,2013-07-01,0034,00,업무상 질병의 인정기준,Y,145517,31669154
145518,2643,2013-07-01,0035,00,,Y,145518,31669155
145519,2643,2013-07-01,0036,00,자해행위에 따른 업무상의 재해의 인정 기준,Y,145519,31669169
145521,2643,2013-07-01,0038,00,요양비의 청구 등,Y,145521,31669177
145522,2643,2013-07-01,0040,00,진료계획의 제출,Y,145522,31669171
145524,2643,2013-07-01,0042,00,자문의사,Y,145524,31669172
145525,2643,2013-07-01,0043,00,자문의사회의,Y,145525,31669180
145526,2643,2013-07-01,0044,00,전원 요양,Y,145526,31669181
139409,2154,2013-07-01,0152,00,벌칙,Y,139409,25145237
139407,2154,2013-07-01,0148,00,벌칙,Y,139407,25145215
141943,2359,2013-07-01,1086,00,遺言者가 다른 意思表示를 한 境遇,Y,141943,32024165
145252,2620,2013-07-01,0032,00,장애보상금,Y,145252,30559322
145253,2620,2013-07-01,0022,00,퇴직일시금,Y,145253,30559286
145254,2620,2013-07-01,0029,00,유족연금의 수급권 상실,Y,145254,30559291
145255,2620,2013-07-01,0030,00,유족일시금,Y,145255,30559293
145256,2620,2013-07-01,0031,00,사망보상금,Y,145256,30559321
142186,2359,2013-07-01,0589,00,代金供託請求權,Y,142186,32023542
141940,2359,2013-07-01,1083,00,遺贈의 物上代位性,Y,141940,32024162
141936,2359,2013-07-01,1079,00,受贈者의 果實取得權,Y,141936,32024158
141934,2359,2013-07-01,1077,00,遺贈義務者의 催告權,Y,141934,32024156
141929,2359,2013-07-01,1072,00,증인의 결격사유,Y,141929,32024150
141927,2359,2013-07-01,1070,00,口授證書에 依한 遺言,Y,141927,32024148
141925,2359,2013-07-01,1068,00,公正證書에 依한 遺言,Y,141925,32024146
141968,2359,2013-07-01,0924,00,親權喪失의 宣告,Y,141968,32023936
141985,2359,2013-07-01,0998,00,相續開始의 場所,Y,141985,32024057
141984,2359,2013-07-01,0997,00,相續開始의 原因,Y,141984,32024056
141958,2359,2013-07-01,0909,00,親權者,Y,141958,32023917
141961,2359,2013-07-01,0913,00,"保護, 敎養의 權利義務",Y,141961,32023923
141983,2359,2013-07-01,0994,00,,Y,141983,32024049
141982,2359,2013-07-01,0979,00,扶養請求權處分의 禁止,Y,141982,32024031
141981,2359,2013-07-01,0974,00,扶養義務,Y,141981,32024026
141980,2359,2013-07-01,0962,00,,Y,141980,32024013
141977,2359,2013-07-01,0939,00,후견인의 사임,Y,141977,32023955
141975,2359,2013-07-01,0936,00,성년후견인의 선임,Y,141975,32023952
141974,2359,2013-07-01,0934,00,,Y,141974,32023950
141963,2359,2013-07-01,0915,00,懲戒權,Y,141963,32023925
141966,2359,2013-07-01,0920,00,子의 財産에 關한 親權者의 代理權,Y,141966,32023930
141973,2359,2013-07-01,0933,00,,Y,141973,32023949
141972,2359,2013-07-01,0932,00,미성년후견인의 선임,Y,141972,32023948
141970,2359,2013-07-01,0929,00,성년후견심판에 의한 후견의 개시,Y,141970,32023945
141969,2359,2013-07-01,0928,00,미성년자에 대한 후견의 개시,Y,141969,32023944
141962,2359,2013-07-01,0914,00,居所指定權,Y,141962,32023924
139367,2154,2013-07-01,0034,00,정차 또는 주차의 방법 및 시간의 제한,Y,139367,25145083
145554,2645,2013-07-01,0030,00,주휴일,Y,145554,31669001
145552,2645,2013-07-01,0026,00,휴업수당의 산출,Y,145552,31669018
142401,2359,2013-07-01,0032,00,非營利法人의 設立과 許可,Y,142401,32022924
142399,2359,2013-07-01,0028,00,失踪宣告의 效果,Y,142399,32022918
142396,2359,2013-07-01,0025,00,管理人의 權限,Y,142396,32022915
142395,2359,2013-07-01,0024,00,管理人의 職務,Y,142395,32022914
142392,2359,2013-07-01,0219,00,周圍土地通行權,Y,142392,32023131
142400,2359,2013-07-01,0029,00,失踪宣告의 取消,Y,142400,32022919
142398,2359,2013-07-01,0027,00,失踪의 宣告,Y,142398,32022917
142394,2359,2013-07-01,0241,00,土地의 深掘禁止,Y,142394,32023153
142391,2359,2013-07-01,0218,00,水道 等 施設權,Y,142391,32023130
142390,2359,2013-07-01,0217,00,煤煙 等에 依한 隣地에 對한 妨害禁止,Y,142390,32023129
142388,2359,2013-07-01,0212,00,土地所有權의 範圍,Y,142388,32023124
142387,2359,2013-07-01,0211,00,所有權의 內容,Y,142387,32023123
142386,2359,2013-07-01,0191,00,混同으로 因한 物權의 消滅,Y,142386,32023100
142384,2359,2013-07-01,0187,00,登記를 要하지 아니하는 不動産物權取得,Y,142384,32023096
142383,2359,2013-07-01,0186,00,不動産物權變動의 效力,Y,142383,32023095
142381,2359,2013-07-01,0178,00,中斷後에 時效進行,Y,142381,32023085
142380,2359,2013-07-01,0177,00,承認과 時效中斷,Y,142380,32023084
141917,2359,2013-07-01,1060,00,遺言의 要式性,Y,141917,32024137
141902,2359,2013-07-01,1045,00,相續財産의 分離請求權,Y,141902,32024118
141898,2359,2013-07-01,1041,00,抛棄의 方式,Y,141898,32024113
141892,2359,2013-07-01,1034,00,配當辨濟,Y,141892,32024105
141884,2359,2013-07-01,1026,00,法定單純承認,Y,141884,32024096
141882,2359,2013-07-01,1118,00,準用規定,Y,141882,32024200
141874,2359,2013-07-01,1110,00,破毁로 因한 遺言의 撤回,Y,141874,32024191
141863,2359,2013-07-01,1098,00,유언집행자의 결격사유,Y,141863,32024178
141857,2359,2013-07-01,1092,00,遺言證書의 開封,Y,141857,32024172
141986,2359,2013-07-01,0999,00,相續回復請求權,Y,141986,32024059
141988,2359,2013-07-01,1001,00,代襲相續,Y,141988,32024062
141989,2359,2013-07-01,1003,00,配偶者의 相續順位,Y,141989,32024064
141987,2359,2013-07-01,1000,00,相續의 順位,Y,141987,32024061
141991,2359,2013-07-01,1005,00,相續과 包括的 權利義務의 承繼,Y,141991,32024068
142001,2359,2013-07-01,1015,00,分割의 遡及效,Y,142001,32024082
142004,2359,2013-07-01,1018,00,無資力共同相續人의 擔保責任의 分擔,Y,142004,32024085
142007,2359,2013-07-01,1021,00,"承認, 抛棄期間의 計算에 關한 特則",Y,142007,32024090
142011,2359,2013-07-01,0768,00,血族의 定義,Y,142011,32023739
142012,2359,2013-07-01,0769,00,姻戚의 系源,Y,142012,32023740
142013,2359,2013-07-01,0770,00,血族의 寸數의 計算,Y,142013,32023741
142015,2359,2013-07-01,0772,00,養子와의 親系와 寸數,Y,142015,32023743
142016,2359,2013-07-01,0775,00,姻戚關係 等의 消滅,Y,142016,32023746
142017,2359,2013-07-01,0777,00,親族의 범위,Y,142017,32023748
142018,2359,2013-07-01,0779,00,가족의 범위,Y,142018,32023751
142019,2359,2013-07-01,0781,00,자의 성과 본,Y,142019,32023753
142021,2359,2013-07-01,0801,00,약혼연령,Y,142021,32023775
142022,2359,2013-07-01,0802,00,성년후견과 약혼,Y,142022,32023776
142023,2359,2013-07-01,0803,00,約婚의 强制履行禁止,Y,142023,32023777
142024,2359,2013-07-01,0804,00,약혼해제의 사유,Y,142024,32023778
142026,2359,2013-07-01,0806,00,約婚解除와 損害賠償請求權,Y,142026,32023780
142027,2359,2013-07-01,0807,00,혼인적령,Y,142027,32023782
142028,2359,2013-07-01,0808,00,동의가 필요한 혼인,Y,142028,32023783
142029,2359,2013-07-01,0809,00,근친혼 등의 금지,Y,142029,32023784
142044,2359,2013-07-01,0828,00,,Y,142044,32023808
142047,2359,2013-07-01,0831,00,特有財産의 管理 等,Y,142047,32023812
142050,2359,2013-07-01,0834,00,協議上 離婚,Y,142050,32023817
142052,2359,2013-07-01,0836,00,離婚의 成立과 申告方式,Y,142052,32023819
142055,2359,2013-07-01,0839,00,準用規定,Y,142055,32023824
142059,2359,2013-07-01,0843,00,준용규정,Y,142059,32023831
142061,2359,2013-07-01,0845,00,法院에 依한 父의 決定,Y,142061,32023835
142063,2359,2013-07-01,0847,00,친생부인의 소,Y,142063,32023837
142032,2359,2013-07-01,0813,00,婚姻申告의 審査,Y,142032,32023788
142031,2359,2013-07-01,0812,00,婚姻의 成立,Y,142031,32023787
141978,2359,2013-07-01,0940,00,후견인의 변경,Y,141978,32023956
141976,2359,2013-07-01,0938,00,후견인의 대리권 등,Y,141976,32023954
141993,2359,2013-07-01,1007,00,共同相續人의 權利義務承繼,Y,141993,32024070
141994,2359,2013-07-01,1008,00,特別受益者의 相續分,Y,141994,32024071
141995,2359,2013-07-01,1009,00,法定相續分,Y,141995,32024075
141996,2359,2013-07-01,1010,00,代襲相續分,Y,141996,32024076
141998,2359,2013-07-01,1012,00,"遺言에 依한 分割方法의 指定, 分割禁止",Y,141998,32024079
141999,2359,2013-07-01,1013,00,協議에 依한 分割,Y,141999,32024080
142002,2359,2013-07-01,1016,00,共同相續人의 擔保責任,Y,142002,32024083
142005,2359,2013-07-01,1019,00,"承認, 抛棄의 期間",Y,142005,32024088
142008,2359,2013-07-01,1022,00,相續財産의 管理,Y,142008,32024091
142010,2359,2013-07-01,1024,00,"承認, 抛棄의 取消禁止",Y,142010,32024093
142065,2359,2013-07-01,0850,00,遺言에 依한 親生否認,Y,142065,32023840
142062,2359,2013-07-01,0846,00,子의 親生否認,Y,142062,32023836
142060,2359,2013-07-01,0844,00,夫의 親生子의 推定,Y,142060,32023834
142057,2359,2013-07-01,0841,00,不貞으로 因한 離婚請求權의 消滅,Y,142057,32023829
142054,2359,2013-07-01,0838,00,"詐欺, 强迫으로 因한 離婚의 取消請求權",Y,142054,32023823
142051,2359,2013-07-01,0835,00,성년후견과 협의상 이혼,Y,142051,32023818
142049,2359,2013-07-01,0833,00,生活費用,Y,142049,32023814
142046,2359,2013-07-01,0830,00,特有財産과 歸屬不明財産,Y,142046,32023811
142045,2359,2013-07-01,0829,00,夫婦財産의 約定과 그 變更,Y,142045,32023810
142042,2359,2013-07-01,0826,00,夫婦間의 義務,Y,142042,32023805
142041,2359,2013-07-01,0825,00,婚姻取消와 損害賠償請求權,Y,142041,32023802
142039,2359,2013-07-01,0823,00,"詐欺, 强迫으로 因한 婚姻取消請求權의 消滅",Y,142039,32023799
142037,2359,2013-07-01,0819,00,동의 없는 혼인의 취소청구권의 소멸,Y,142037,32023795
139254,2138,2013-07-01,0020,00,외국인에 대한 민원 안내 및 상담,Y,139254,25145380
142036,2359,2013-07-01,0818,00,중혼의 취소청구권자,Y,142036,32023794
142034,2359,2013-07-01,0816,00,婚姻取消의 事由,Y,142034,32023792
142033,2359,2013-07-01,0815,00,婚姻의 無效,Y,142033,32023791
141956,2359,2013-07-01,0900,00,,Y,141956,32023897
141957,2359,2013-07-01,0908,00,준용규정,Y,141957,32023906
141959,2359,2013-07-01,0911,00,未成年者인 子의 法定代理人,Y,141959,32023920
141964,2359,2013-07-01,0916,00,子의 特有財産과 그 管理,Y,141964,32023926
145557,2645,2013-07-01,0040,00,임산부 등의 사용 금지 직종,Y,145557,31669005
145560,2645,2013-07-01,0044,00,업무상 질병의 범위 등,Y,145560,31669029
145450,2643,2013-07-01,0051,00,고령자 휴업급여의 감액지급 유예기간,Y,145450,31669176
145502,2643,2013-07-01,0002,00,법의 적용 제외 사업,Y,145502,31669131
142461,2359,2013-07-01,0004,00,성년,Y,142461,32022870
142443,2359,2013-07-01,0078,00,社團法人의 解散決議,Y,142443,32022975
142441,2359,2013-07-01,0076,00,總會의 議事錄,Y,142441,32022972
142440,2359,2013-07-01,0075,00,總會의 決議方法,Y,142440,32022971
142439,2359,2013-07-01,0073,00,社員의 決議權,Y,142439,32022969
142437,2359,2013-07-01,0070,00,臨時總會,Y,142437,32022966
142436,2359,2013-07-01,0069,00,通常總會,Y,142436,32022965
142435,2359,2013-07-01,0068,00,總會의 權限,Y,142435,32022964
142434,2359,2013-07-01,0067,00,監事의 職務,Y,142434,32022963
142433,2359,2013-07-01,0066,00,監事,Y,142433,32022962
142432,2359,2013-07-01,0065,00,理事의 任務懈怠,Y,142432,32022961
142431,2359,2013-07-01,0064,00,特別代理人의 選任,Y,142431,32022960
142430,2359,2013-07-01,0063,00,臨時理事의 選任,Y,142430,32022959
142429,2359,2013-07-01,0062,00,理事의 代理人 選任,Y,142429,32022958
142428,2359,2013-07-01,0061,00,理事의 注意義務,Y,142428,32022957
142426,2359,2013-07-01,0059,00,理事의 代表權,Y,142426,32022954
142425,2359,2013-07-01,0058,00,理事의 事務執行,Y,142425,32022953
142424,2359,2013-07-01,0056,00,"社員權의 讓渡, 相續禁止",Y,142424,32022950
141926,2359,2013-07-01,1069,00,秘密證書에 依한 遺言,Y,141926,32024147
141928,2359,2013-07-01,1071,00,秘密證書에 依한 遺言의 轉換,Y,141928,32024149
141930,2359,2013-07-01,1073,00,遺言의 效力發生時期,Y,141930,32024152
141932,2359,2013-07-01,1075,00,"遺贈의 承認, 抛棄의 取消禁止",Y,141932,32024154
141935,2359,2013-07-01,1078,00,包括的 受贈者의 權利義務,Y,141935,32024157
145452,2643,2013-07-01,0053,00,장해등급의 기준 등,Y,145452,31669197
145453,2643,2013-07-01,0054,00,장해보상연금 선급금의 이자율,Y,145453,31669188
145455,2643,2013-07-01,0056,00,장해등급등의 재판정 시기 등,Y,145455,31669189
145474,2643,2013-07-01,0076,00,다른 보상이나 배상과의 조정 기준,Y,145474,31669225
145473,2643,2013-07-01,0075,00,특별급여액의 징수,Y,145473,31669224
145471,2643,2013-07-01,0073,00,장해특별급여의 지급기준 등,Y,145471,31669223
145470,2643,2013-07-01,0071,00,직장복귀지원금 등의 지급 제한,Y,145470,31669221
145468,2643,2013-07-01,0069,00,직업훈련비용의 지급 제한,Y,145468,31669220
145467,2643,2013-07-01,0068,00,직업재활급여 대상자,Y,145467,31669205
145466,2643,2013-07-01,0067,00,직업재활 지원,Y,145466,31669219
145464,2643,2013-07-01,0065,00,폐질등급 기준 등,Y,145464,31669203
145463,2643,2013-07-01,0064,00,상병보상연금의 지급 등,Y,145463,31669196
145461,2643,2013-07-01,0062,00,유족보상연금의 지급정지 등,Y,145461,31669194
145460,2643,2013-07-01,0061,00,생계를 같이 하는 유족의 범위,Y,145460,31669201
145458,2643,2013-07-01,0059,00,간병급여의 지급 기준 및 방법,Y,145458,31669200
145457,2643,2013-07-01,0058,00,재요양 후의 장해급여,Y,145457,31669199
145578,2645,2013-07-01,0018,00,지연이자의 적용제외 사유,Y,145578,31668991
145575,2645,2013-07-01,0013,00,이행강제금의 부과기준,Y,145575,31668988
145572,2645,2013-07-01,0008,00,명시하여야 할 근로조건,Y,145572,31668984
145570,2645,2013-07-01,0006,00,통상임금,Y,145570,31668969
145568,2645,2013-07-01,0004,00,특별한 경우의 평균임금,Y,145568,31668981
145564,2645,2013-07-01,0048,00,유족의 범위 등,Y,145564,31669031
145561,2645,2013-07-01,0045,00,,Y,145561,31669007
145559,2645,2013-07-01,0043,00,유산ㆍ사산휴가의 청구 등,Y,145559,31669028
145556,2645,2013-07-01,0034,00,근로시간 등의 적용제외 근로자,Y,145556,31669023
145553,2645,2013-07-01,0027,00,임금대장의 기재사항,Y,145553,31669000
145529,2643,2013-07-01,0049,00,부분휴업급여의 지급 요건,Y,145529,31669175
145528,2643,2013-07-01,0048,00,재요양의 요건 및 절차,Y,145528,31669183
141938,2359,2013-07-01,1081,00,遺贈義務者의 費用償還請求權,Y,141938,32024160
141941,2359,2013-07-01,1084,00,債權의 遺贈의 物上代位性,Y,141941,32024163
142412,2359,2013-07-01,0043,00,財團法人의 定款,Y,142412,32022936
142410,2359,2013-07-01,0041,00,理事의 代表權에 對한 制限,Y,142410,32022934
142409,2359,2013-07-01,0040,00,社團法人의 定款,Y,142409,32022933
142408,2359,2013-07-01,0039,00,營利法人,Y,142408,32022931
142406,2359,2013-07-01,0037,00,"法人의 事務의 檢査, 監督",Y,142406,32022929
142405,2359,2013-07-01,0036,00,法人의 住所,Y,142405,32022928
142404,2359,2013-07-01,0035,00,法人의 不法行爲能力,Y,142404,32022927
142402,2359,2013-07-01,0033,00,法人設立의 登記,Y,142402,32022925
139418,2154,2013-07-01,0163,00,통고처분,Y,139418,25145226
139419,2154,2013-07-01,0164,00,범칙금의 납부,Y,139419,25145227
139420,2154,2013-07-01,0165,00,통고처분 불이행자 등의 처리,Y,139420,25145228
139423,2154,2013-07-01,0004,00,교통안전시설의 종류 등,Y,139423,25145021
139424,2154,2013-07-01,0005,00,신호 또는 지시에 따를 의무,Y,139424,25145037
139427,2154,2013-07-01,0010,00,도로의 횡단,Y,139427,25145026
139430,2154,2013-07-01,0013,00,차마의 통행,Y,139430,25145051
139432,2154,2013-07-01,0015,00,전용차로의 설치,Y,139432,25145034
139435,2154,2013-07-01,0019,00,안전거리 확보 등,Y,139435,25145061
139437,2154,2013-07-01,0021,00,앞지르기 방법 등,Y,139437,25145063
139441,2154,2013-07-01,0025,00,교차로 통행방법,Y,139441,25145080
139444,2154,2013-07-01,0028,00,보행자전용도로의 설치,Y,139444,25145082
145579,2645,2013-07-01,0021,00,근로자 명부 작성의 예외,Y,145579,31668976
145576,2645,2013-07-01,0016,00,수습근로자의 정의,Y,145576,31668974
145574,2645,2013-07-01,0011,00,구제명령의 이행기한,Y,145574,31668972
145571,2645,2013-07-01,0007,00,적용범위,Y,145571,31668983
145569,2645,2013-07-01,0005,00,평균임금의 조정,Y,145569,31668982
145567,2645,2013-07-01,0003,00,일용근로자의 평균임금,Y,145567,31668968
145565,2645,2013-07-01,0051,00,보상시기,Y,145565,31669033
145563,2645,2013-07-01,0047,00,장해등급 결정,Y,145563,31669008
142413,2359,2013-07-01,0044,00,財團法人의 定款의 補充,Y,142413,32022937
142414,2359,2013-07-01,0045,00,財團法人의 定款變更,Y,142414,32022938
139440,2154,2013-07-01,0024,00,철길 건널목의 통과,Y,139440,25145079
139434,2154,2013-07-01,0018,00,횡단 등의 금지,Y,139434,25145078
139439,2154,2013-07-01,0023,00,끼어들기의 금지,Y,139439,25145068
