지식등록법령조문일련번호,지식등록법령일련번호,시행일자,조문번호,조문가지번호,조문제목,등록여부,법령지식조문일련번호,조문일련번호
141010,2273,2012-12-17,0014,00,서류의 간인,Y,141010,28994200
141048,2273,2012-12-17,0011,00,날인에 갈음하는 서명 등,Y,141048,28994217
141051,2273,2012-12-17,0020,00,공탁서,Y,141051,28994222
141050,2273,2012-12-17,0013,00,계속 기재,Y,141050,28994218
141047,2273,2012-12-17,0002,00,시·군법원 공탁관의 직무범위,Y,141047,28994174
141046,2273,2012-12-17,0065,00,용어의 정의,Y,141046,28994267
141044,2273,2012-12-17,0062,00,공탁금국고귀속조서의 송부,Y,141044,28994246
141042,2273,2012-12-17,0059,00,열람 및 증명청구,Y,141042,28994263
141041,2273,2012-12-17,0054,00,이표의 청구,Y,141041,28994260
141040,2273,2012-12-17,0053,00,위와 같다,Y,141040,28994241
141039,2273,2012-12-17,0052,00,공탁금의 이자지급,Y,141039,28994259
141038,2273,2012-12-17,0051,00,공탁금의 이자,Y,141038,28994240
141036,2273,2012-12-17,0046,00,위와 같다,Y,141036,28994237
141035,2273,2012-12-17,0045,00,공탁물보관자의 처리,Y,141035,28994235
140325,2214,2012-12-18,0027,00,부정당업자의 입찰 참가자격 제한,Y,140325,29629454
140329,2214,2012-12-18,0007,00,계약의 방법,Y,140329,29629442
140340,2214,2012-12-18,0019,00,물가변동 등에 따른 계약금액 조정,Y,140340,29629449
140401,2218,2012-12-18,0011,00,장교의 임용,Y,140401,29614888
140399,2218,2012-12-18,0009,00,임용,Y,140399,29614897
140400,2218,2012-12-18,0010,00,결격사유 등,Y,140400,29614898
140402,2218,2012-12-18,0012,00,장교의 초임계급 등,Y,140402,29614889
140403,2218,2012-12-18,0021,00,병과장 임명,Y,140403,29614905
140404,2218,2012-12-18,0024,00,진급,Y,140404,29614909
140405,2218,2012-12-18,0046,00,휴가,Y,140405,29614926
140407,2218,2012-12-18,0056,00,징계 사유,Y,140407,29614934
140406,2218,2012-12-18,0053,00,실비변상,Y,140406,29614933
140408,2218,2012-12-18,0057,00,징계의 종류,Y,140408,29614935
140333,2214,2012-12-18,0011,00,계약서의 작성 및 계약의 성립,Y,140333,29629431
140397,2218,2012-12-18,0006,00,복무의 구분,Y,140397,29614885
140398,2218,2012-12-18,0008,00,현역정년,Y,140398,29614887
140396,2218,2012-12-18,0058,00,징계권자,Y,140396,29614959
140395,2218,2012-12-18,0001,00,목적,Y,140395,29614871
140334,2214,2012-12-18,0012,00,계약보증금,Y,140334,29629445
143267,2437,2012-12-18,0124,00,중ㆍ소기업 사업주에 대한 특례,Y,143267,29617692
140326,2214,2012-12-18,0003,00,다른 법률과의 관계,Y,140326,29629427
140327,2214,2012-12-18,0004,00,국제입찰에 따른 정부조달계약의 범위,Y,140327,29629439
140330,2214,2012-12-18,0008,00,입찰 공고 등,Y,140330,29629430
140331,2214,2012-12-18,0009,00,입찰보증금,Y,140331,29629443
140332,2214,2012-12-18,0010,00,경쟁입찰에서의 낙찰자 결정,Y,140332,29629444
143224,2437,2012-12-18,0064,00,유족보상연금 수급자격자의 자격 상실과 지급 정지 등,Y,143224,29617626
143269,2437,2012-12-18,0126,00,「국민기초생활 보장법」상의 수급자에 대한 특례,Y,143269,29617701
140335,2214,2012-12-18,0013,00,감독,Y,140335,29629432
140336,2214,2012-12-18,0014,00,검사,Y,140336,29629446
140337,2214,2012-12-18,0015,00,대가의 지급,Y,140337,29629447
140338,2214,2012-12-18,0017,00,공사계약의 담보책임,Y,140338,29629448
140339,2214,2012-12-18,0018,00,하자보수보증금,Y,140339,29629434
143279,2437,2012-12-18,0034,00,유사명칭의 사용 금지,Y,143279,29617587
143281,2437,2012-12-18,0037,00,업무상의 재해의 인정 기준,Y,143281,29617589
140342,2214,2012-12-18,0022,00,단가계약,Y,140342,29629451
143287,2437,2012-12-18,0043,00,산재보험 의료기관의 지정 및 지정취소 등,Y,143287,29617593
140343,2214,2012-12-18,0023,00,개산계약,Y,140343,29629436
140344,2214,2012-12-18,0024,00,종합계약,Y,140344,29629452
140345,2214,2012-12-18,0025,00,공동계약,Y,140345,29629453
143265,2437,2012-12-18,0122,00,해외파견자에 대한 특례,Y,143265,29617690
143220,2437,2012-12-18,0060,00,재요양에 따른 장해급여,Y,143220,29617609
143228,2437,2012-12-18,0068,00,고령자의 상병보상연금,Y,143228,29617628
143230,2437,2012-12-18,0070,00,연금의 지급기간 및 지급시기,Y,143230,29617630
143239,2437,2012-12-18,0080,00,다른 보상이나 배상과의 관계,Y,143239,29617636
143243,2437,2012-12-18,0084,00,부당이득의 징수,Y,143243,29617658
143216,2437,2012-12-18,0056,00,재요양 기간 중의 휴업급여,Y,143216,29617620
140324,2214,2012-12-18,0001,00,목적,Y,140324,29629437
143248,2437,2012-12-18,0093,00,국민건강보험 요양급여 비용의 본인 일부 부담금의 대부,Y,143248,29617671
143251,2437,2012-12-18,0104,00,산업재해보상보험심사위원회,Y,143251,29617678
143254,2437,2012-12-18,0109,00,재심사 청구에 대한 심리와 재결,Y,143254,29617681
143260,2437,2012-12-18,0115,00,연금 수급권자등의 출국신고 등,Y,143260,29617686
143241,2437,2012-12-18,0082,00,보험급여의 지급,Y,143241,29617637
143238,2437,2012-12-18,0079,00,유족특별급여,Y,143238,29617635
143217,2437,2012-12-18,0057,00,장해급여,Y,143217,29617621
143218,2437,2012-12-18,0058,00,장해보상연금 등의 수급권의 소멸,Y,143218,29617622
143219,2437,2012-12-18,0059,00,장해등급등의 재판정,Y,143219,29617608
143221,2437,2012-12-18,0061,00,간병급여,Y,143221,29617623
143237,2437,2012-12-18,0078,00,장해특별급여,Y,143237,29617634
143222,2437,2012-12-18,0062,00,유족급여,Y,143222,29617624
143236,2437,2012-12-18,0077,00,합병증 등 예방관리,Y,143236,29617615
143235,2437,2012-12-18,0075,00,직장복귀지원금 등,Y,143235,29617633
143234,2437,2012-12-18,0074,00,직업훈련수당,Y,143234,29617632
143223,2437,2012-12-18,0063,00,유족보상연금 수급자격자의 범위,Y,143223,29617625
143225,2437,2012-12-18,0065,00,수급권자인 유족의 순위,Y,143225,29617627
143226,2437,2012-12-18,0066,00,상병보상연금,Y,143226,29617610
143227,2437,2012-12-18,0067,00,저소득 근로자의 상병보상연금,Y,143227,29617611
143229,2437,2012-12-18,0069,00,재요양 기간 중의 상병보상연금,Y,143229,29617629
143231,2437,2012-12-18,0071,00,장의비,Y,143231,29617612
143232,2437,2012-12-18,0072,00,직업재활급여,Y,143232,29617613
143233,2437,2012-12-18,0073,00,직업훈련비용,Y,143233,29617631
139975,2192,2012-12-18,0007,00,보호지역에서의 행위 제한,Y,139975,29607771
139976,2192,2012-12-18,0006,00,백두대간보호지역의 지정,Y,139976,29607770
143214,2437,2012-12-18,0054,00,저소득 근로자의 휴업급여,Y,143214,29617606
143242,2437,2012-12-18,0083,00,보험급여 지급의 제한,Y,143242,29617657
143215,2437,2012-12-18,0055,00,고령자의 휴업급여,Y,143215,29617607
143240,2437,2012-12-18,0081,00,미지급의 보험급여,Y,143240,29617616
140409,2218,2012-12-18,0003,00,계급,Y,140409,29614872
139646,2166,2012-12-18,0008,00,罰則,Y,139646,29627381
139712,2170,2012-12-18,0003,00,資産流動化計劃의 登錄,Y,139712,29981641
139713,2170,2012-12-18,0002,00,定義,Y,139713,29982138
139614,2163,2012-12-18,0053,00,자동차관리사업의 등록 등,Y,139614,29635215
139616,2163,2012-12-18,0060,00,자동차경매장의 개설·운영 등,Y,139616,29635240
139611,2163,2012-12-18,0045,00,지정정비사업자의 지정 등,Y,139611,29635224
139603,2163,2012-12-18,0029,00,자동차의 구조 및 장치 등,Y,139603,29635182
139608,2163,2012-12-18,0037,00,점검 및 정비 명령 등,Y,139608,29635220
139599,2163,2012-12-18,0022,00,차대번호 등의 표기,Y,139599,29635178
143270,2437,2012-12-18,0001,00,목적,Y,143270,29617564
143271,2437,2012-12-18,0002,00,보험의 관장과 보험연도,Y,143271,29617547
143272,2437,2012-12-18,0003,00,국가의 부담 및 지원,Y,143272,29617548
143268,2437,2012-12-18,0125,00,특수형태근로종사자에 대한 특례,Y,143268,29617700
143273,2437,2012-12-18,0004,00,보험료,Y,143273,29617549
143274,2437,2012-12-18,0005,00,정의,Y,143274,29617565
143275,2437,2012-12-18,0006,00,적용 범위,Y,143275,29617566
143276,2437,2012-12-18,0008,00,산업재해보상보험및예방심의위원회,Y,143276,29617550
143277,2437,2012-12-18,0010,00,근로복지공단의 설립,Y,143277,29617568
143278,2437,2012-12-18,0011,00,공단의 사업,Y,143278,29617569
143280,2437,2012-12-18,0036,00,보험급여의 종류와 산정 기준 등,Y,143280,29617588
143282,2437,2012-12-18,0038,00,업무상질병판정위원회,Y,143282,29617590
143283,2437,2012-12-18,0039,00,사망의 추정,Y,143283,29617600
143284,2437,2012-12-18,0040,00,요양급여,Y,143284,29617601
143256,2437,2012-12-18,0111,00,다른 법률과의 관계,Y,143256,29617683
143266,2437,2012-12-18,0123,00,현장실습생에 대한 특례,Y,143266,29617691
143264,2437,2012-12-18,0121,00,국외의 사업에 대한 특례,Y,143264,29617699
139621,2163,2012-12-18,0084,00,과태료,Y,139621,29635269
139620,2163,2012-12-18,0081,00,벌칙,Y,139620,29635280
139619,2163,2012-12-18,0080,00,벌칙,Y,139619,29635279
139618,2163,2012-12-18,0079,00,벌칙,Y,139618,29635278
139617,2163,2012-12-18,0076,00,수수료,Y,139617,29635253
139615,2163,2012-12-18,0058,00,자동차관리사업자의 고지 및 관리의 의무 등,Y,139615,29635232
139613,2163,2012-12-18,0048,00,이륜자동차의 사용 신고 등,Y,139613,29635227
139612,2163,2012-12-18,0047,00,택시미터의 검정 등,Y,139612,29635211
139610,2163,2012-12-18,0044,00,자동차검사대행자의 지정 등,Y,139610,29635207
139609,2163,2012-12-18,0043,00,자동차검사,Y,139609,29635205
139607,2163,2012-12-18,0036,00,자동차의 정비,Y,139607,29635219
139606,2163,2012-12-18,0035,00,자동차의 무단 해체 금지,Y,139606,29635173
139605,2163,2012-12-18,0031,00,제작 결함의 시정,Y,139605,29635187
139604,2163,2012-12-18,0030,00,자동차의 자기인증 등,Y,139604,29635185
139602,2163,2012-12-18,0027,00,임시운행의 허가,Y,139602,29635181
139601,2163,2012-12-18,0026,00,자동차의 강제 처리,Y,139601,29635180
139600,2163,2012-12-18,0025,00,자동차의 운행 제한,Y,139600,29635179
139598,2163,2012-12-18,0018,00,자동차등록증의 비치 등,Y,139598,29635163
139597,2163,2012-12-18,0010,00,자동차등록번호판,Y,139597,29635160
139596,2163,2012-12-18,0011,00,변경등록,Y,139596,29635150
143245,2437,2012-12-18,0090,00,요양급여 비용의 정산,Y,143245,29617662
143244,2437,2012-12-18,0088,00,수급권의 보호,Y,143244,29617660
143285,2437,2012-12-18,0041,00,요양급여의 신청,Y,143285,29617591
143286,2437,2012-12-18,0042,00,건강보험의 우선 적용,Y,143286,29617592
143288,2437,2012-12-18,0047,00,진료계획의 제출,Y,143288,29617595
143289,2437,2012-12-18,0048,00,전원 요양,Y,143289,29617596
143290,2437,2012-12-18,0049,00,추가상병 요양급여의 신청,Y,143290,29617604
143291,2437,2012-12-18,0051,00,재요양,Y,143291,29617617
143292,2437,2012-12-18,0052,00,휴업급여,Y,143292,29617618
143293,2437,2012-12-18,0053,00,부분휴업급여,Y,143293,29617619
139623,2163,2012-12-18,0002,00,정의,Y,139623,29635144
139624,2163,2012-12-18,0003,00,자동차의 종류,Y,139624,29635145
143263,2437,2012-12-18,0120,00,보험급여의 일시 중지,Y,143263,29617698
143262,2437,2012-12-18,0119,00,진찰 요구,Y,143262,29617688
143261,2437,2012-12-18,0116,00,사업주의 조력,Y,143261,29617656
143259,2437,2012-12-18,0114,00,보고 등,Y,143259,29617685
139644,2166,2012-12-18,0011,00,過怠料,Y,139644,29627375
139642,2166,2012-12-18,0003,00,契約書등의 檢印에 대한 特例,Y,139642,29627378
139641,2166,2012-12-18,0002,00,所有權移轉登記등 申請義務,Y,139641,29627377
143258,2437,2012-12-18,0113,00,시효의 중단,Y,143258,29617684
143257,2437,2012-12-18,0112,00,시효,Y,143257,29617655
143255,2437,2012-12-18,0110,00,심사 청구인 및 재심사 청구인의 지위 승계,Y,143255,29617682
143253,2437,2012-12-18,0106,00,재심사 청구의 제기,Y,143253,29617680
143252,2437,2012-12-18,0105,00,심사 청구에 대한 심리ㆍ결정,Y,143252,29617679
143250,2437,2012-12-18,0103,00,심사 청구의 제기,Y,143250,29617651
143249,2437,2012-12-18,0094,00,장해급여자의 고용 촉진,Y,143249,29617646
143247,2437,2012-12-18,0092,00,근로복지 사업,Y,143247,29617670
143246,2437,2012-12-18,0091,00,공과금의 면제,Y,143246,29617640
139629,2163,2012-12-18,0012,00,이전등록,Y,139629,29635151
139628,2163,2012-12-18,0009,00,신규등록의 거부,Y,139628,29635159
139627,2163,2012-12-18,0008,00,신규등록,Y,139627,29635157
139626,2163,2012-12-18,0007,00,자동차등록원부,Y,139626,29635149
139625,2163,2012-12-18,0005,00,등록,Y,139625,29635147
140347,2214,2012-12-18,0002,00,적용 범위,Y,140347,29629438
140346,2214,2012-12-18,0026,00,지체상금,Y,140346,29629457
140341,2214,2012-12-18,0021,00,계속비 및 장기계속계약,Y,140341,29629435
140328,2214,2012-12-18,0005,00,계약의 원칙,Y,140328,29629428
151431,8623,2012-12-20,0097,00,특별휴가,Y,151431,29644481
151852,8707,2012-12-20,0009,00,이의신청처리 관련 서식,Y,151852,29664486
151851,8707,2012-12-20,0010,00,사전심사청구 관련 서식,Y,151851,29664487
151849,8707,2012-12-20,0003,00,민원사무 처리 관련 서식,Y,151849,29664480
151847,8706,2012-12-20,0005,00,응시자의 제출서류,Y,151847,29639730
151850,8707,2012-12-20,0005,00,민원서류의 보완요구,Y,151850,29664482
151853,8707,2012-12-20,0008,00,민원처리기간 관련 서식,Y,151853,29664485
151848,8706,2012-12-20,0003,00,군종장교의 선발 등,Y,151848,29639704
151399,8615,2012-12-21,0004,00,소송비용 등의 징수 등,Y,151399,29647649
151412,8620,2012-12-27,0003,00,권리구제업무 대리의 요건 등,Y,151412,30113720
151411,8620,2012-12-27,0004,00,권리구제업무 대리의 대상,Y,151411,30113721
140618,2234,2012-12-27,0004,00,해고 예고의 예외가 되는 근로자의 귀책사유,Y,140618,31132672
151498,8631,2012-12-27,0008,00,퇴직공제 가입신청서 기재사항 변경의 신고,Y,151498,29671268
151500,8631,2012-12-27,0010,00,퇴직공제 관계 성립신고서 변경사항의 신고,Y,151500,29671269
151507,8631,2012-12-27,0018,00,퇴직공제금의 지급청구 등,Y,151507,29671272
151495,8631,2012-12-27,0004,00,고용 관련 편의시설 설치 또는 이용 조치의 기준,Y,151495,29671266
151510,8632,2012-12-27,0005,00,알선,Y,151510,29668176
151509,8631,2012-12-27,0003,00,고용에 관한 서류의 교부,Y,151509,29671287
151508,8631,2012-12-27,0023,00,퇴직공제의 탈퇴 사유,Y,151508,29671274
151506,8631,2012-12-27,0017,00,퇴직공제금의 산정,Y,151506,29671296
151505,8631,2012-12-27,0016,00,근로일수의 산정기준 등,Y,151505,29671295
151504,8631,2012-12-27,0015,00,,Y,151504,29671271
151503,8631,2012-12-27,0014,00,,Y,151503,29671294
151502,8631,2012-12-27,0012,00,피공제자가 될 수 없는 자,Y,151502,29671293
151501,8631,2012-12-27,0011,00,퇴직공제가입자증의 발급,Y,151501,29671292
151499,8631,2012-12-27,0009,00,퇴직공제 관계의 성립신고,Y,151499,29671291
151497,8631,2012-12-27,0007,00,퇴직공제의 가입,Y,151497,29671290
151496,8631,2012-12-27,0006,00,하수급인에 대한 사업주 인정의 승인,Y,151496,29671289
151494,8631,2012-12-27,0024,00,근로자에 대한 고지의무,Y,151494,29671300
151511,8632,2012-12-27,0002,00,구인ㆍ구직 신청의 수리 등,Y,151511,29668173
151493,8631,2012-12-27,0002,00,고용관리책임자,Y,151493,29671286
140617,2234,2012-12-27,0008,00,기준 미달의 휴업수당 지급 승인 신청,Y,140617,31132700
140616,2233,2012-12-28,0002,00,공휴일,Y,140616,29686825
140084,2198,2012-12-31,0002,00,정의,Y,140084,30873182
140085,2198,2012-12-31,0037,00,과태료,Y,140085,30873240
140094,2198,2012-12-31,0015,00,외국인투자지원센터의 설치,Y,140094,30873197
140092,2198,2012-12-31,0013,00,국유·공유 재산의 임대 및 매각,Y,140092,30873194
140096,2198,2012-12-31,0017,00,외국투자가 등의 민원사무처리에 관한 특례,Y,140096,30873134
140106,2198,2012-12-31,0030,00,다른 법률 및 국제조약과의 관계,Y,140106,30873214
140104,2198,2012-12-31,0027,00,외국인투자위원회,Y,140104,30873217
140100,2198,2012-12-31,0021,00,외국인투자의 사후 관리,Y,140100,30873205
140089,2198,2012-12-31,0007,00,합병 등에 의한 주식등의 취득,Y,140089,30873131
140087,2198,2012-12-31,0005,00,신주 등의 취득에 의한 외국인투자,Y,140087,30873186
140088,2198,2012-12-31,0006,00,기존주식등의 취득에 의한 외국인투자,Y,140088,30873187
140091,2198,2012-12-31,0009,00,외국인투자에 대한 조세감면,Y,140091,30873191
140093,2198,2012-12-31,0014,00,지방자치단체의 외국인투자유치활동에 대한 지원,Y,140093,30873195
140095,2198,2012-12-31,0016,00,외국인투자진흥관실,Y,140095,30873199
140109,2198,2012-12-31,0035,00,벌칙,Y,140109,30873239
140086,2198,2012-12-31,0004,00,외국인투자의 자유화 등,Y,140086,30873130
140090,2198,2012-12-31,0008,00,장기차관 방식의 외국인투자,Y,140090,30873188
140097,2198,2012-12-31,0018,00,외국인투자지역의 지정·개발,Y,140097,30873201
140108,2198,2012-12-31,0034,00,벌칙,Y,140108,30873238
140098,2198,2012-12-31,0019,00,외국인투자지역에 대한 지원,Y,140098,30873203
140099,2198,2012-12-31,0020,00,다른 법률에 대한 특례,Y,140099,30873135
140101,2198,2012-12-31,0022,00,자본재의 처분 제한 등,Y,140101,30873206
140102,2198,2012-12-31,0023,00,주식등의 양도 등,Y,140102,30873207
140103,2198,2012-12-31,0025,00,기술도입계약의 신고,Y,140103,30873209
140105,2198,2012-12-31,0028,00,보고·조사 및 시정 등,Y,140105,30873212
140107,2198,2012-12-31,0033,00,벌칙,Y,140107,30873237
140110,2198,2012-12-31,0003,00,외국인투자의 보호 등,Y,140110,30873183
150503,8370,2013-01-01,0047,00,휴업·폐업·재개업 등의 신고,Y,150503,29365483
150499,8370,2013-01-01,0031,00,가축분뇨관련영업의 변경허가 및 변경신고,Y,150499,29365467
144977,2591,2013-01-01,0167,00,지정보세구역 지정의 취소,Y,144977,29765195
144968,2591,2013-01-01,0106,00,계약 내용과 다른 물품 등에 대한 관세 환급,Y,144968,29765141
144959,2591,2013-01-01,0050,00,세율 적용의 우선순위,Y,144959,29765061
144946,2591,2013-01-01,0016,00,과세물건 확정의 시기,Y,144946,29764994
144933,2591,2013-01-01,0253,00,수입신고전의 물품 반출,Y,144933,29765324
144922,2591,2013-01-01,0235,00,지식재산권 보호,Y,144922,29765310
144916,2591,2013-01-01,0197,00,종합보세구역의 지정 등,Y,144916,29765258
144983,2591,2013-01-01,0174,00,특허보세구역의 설치·운영에 관한 특허,Y,144983,29765240
144952,2591,2013-01-01,0030,00,과세가격 결정의 원칙,Y,144952,29765014
144985,2591,2013-01-01,0177,00,장치기간,Y,144985,29765221
144984,2591,2013-01-01,0176,00,특허기간,Y,144984,29765242
144973,2591,2013-01-01,0156,00,보세구역 외 장치의 허가,Y,144973,29765205
144962,2591,2013-01-01,0091,00,"종교용품, 자선용품, 장애인용품 등의 면세",Y,144962,29765095
143645,2461,2013-01-01,0023,00,육상에서 발생한 폐기물의 해양배출금지 등,Y,143645,29757872
143647,2461,2013-01-01,0042,00,오존층파괴물질의 배출규제,Y,143647,29757899
144935,2591,2013-01-01,0255,00,상호주의에 따른 통관절차 간소화,Y,144935,29765348
143637,2461,2013-01-01,0110,00,해양환경측정기기 등의 형식승인 등,Y,143637,29757979
144986,2591,2013-01-01,0183,00,보세창고,Y,144986,29765247
144926,2591,2013-01-01,0242,00,수출·수입·반송 등의 신고인,Y,144926,29765319
150498,8370,2013-01-01,0032,00,가축분뇨관련영업자의 준수사항,Y,150498,29365468
144919,2591,2013-01-01,0229,00,원산지 확인 기준,Y,144919,29765288
141421,2306,2013-01-01,0006,00,독립기관 및 중앙관서,Y,141421,29728467
144961,2591,2013-01-01,0090,00,학술연구용품의 감면세,Y,144961,29765094
144963,2591,2013-01-01,0096,00,여행자 휴대품 및 이사물품 등의 면세,Y,144963,29765137
144964,2591,2013-01-01,0097,00,재수출면세,Y,144964,29765118
144960,2591,2013-01-01,0073,00,국제협력관세,Y,144960,29765101
151521,8635,2013-01-01,0210,00,자동차에 대한 가압류,Y,151521,31798184
151242,8571,2013-01-01,0004,00,환경영향조사대상,Y,151242,27171648
151247,8571,2013-01-01,0016,00,샘물등의 증명표지,Y,151247,27171656
141420,2306,2013-01-01,0023,00,계속비,Y,141420,29728487
141419,2306,2013-01-01,0081,00,여유자금의 통합운용,Y,141419,29728552
141418,2306,2013-01-01,0005,00,기금의 설치,Y,141418,29728466
141417,2306,2013-01-01,0096,00,금전채권ㆍ채무의 소멸시효,Y,141417,29728569
151564,8635,2013-01-01,0172,00,제3채무자 등의 공탁신고의 방식,Y,151564,31798076
151561,8635,2013-01-01,0117,00,운행의 허가,Y,151561,31797953
151559,8635,2013-01-01,0111,00,강제경매개시결정,Y,151559,31797947
151555,8635,2013-01-01,0078,00,대금지급기한,Y,151555,31797915
151553,8635,2013-01-01,0075,00,대법원규칙으로 정하는 이율,Y,151553,31797912
151550,8635,2013-01-01,0072,00,호가경매,Y,151550,31797909
151546,8635,2013-01-01,0068,00,입찰기간 등의 지정,Y,151546,31797905
151544,8635,2013-01-01,0065,00,입찰기일의 절차,Y,151544,31797902
151540,8635,2013-01-01,0061,00,기일입찰의 장소 등,Y,151540,31797898
151538,8635,2013-01-01,0059,00,채무자 등의 매수신청금지,Y,151538,31797896
151535,8635,2013-01-01,0055,00,매각물건명세서 사본 등의 비치,Y,151535,31797892
151530,8635,2013-01-01,0013,00,즉시항고이유의 기재방법,Y,151530,31797841
151529,8635,2013-01-01,0011,00,공고,Y,151529,31797839
151526,8635,2013-01-01,0216,00,그 밖의 재산권에 대한 가처분,Y,151526,31798190
151524,8635,2013-01-01,0213,00,채권과 그 밖의 재산권에 대한 가압류,Y,151524,31798187
151523,8635,2013-01-01,0212,00,유체동산에 대한 가압류,Y,151523,31798186
151513,8633,2013-01-01,0011,00,송달,Y,151513,29691738
151514,8633,2013-01-01,0009,00,전자문서의 접수 등,Y,151514,29691737
151515,8633,2013-01-01,0006,00,사용자등록,Y,151515,29691715
151516,8634,2013-01-01,0003,00,결정서,Y,151516,29681073
151517,8635,2013-01-01,0192,00,신청서의 기재사항,Y,151517,31798162
151519,8635,2013-01-01,0203,00,신청의 방식,Y,151519,31798174
151520,8635,2013-01-01,0204,00,담보제공방식에 관한 특례,Y,151520,31798178
151533,8635,2013-01-01,0046,00,현황조사,Y,151533,31797883
150877,8490,2013-01-01,0017,00,해산급여의 지급신청,Y,150877,29697744
151106,8541,2013-01-01,0029,00,이자ㆍ배당 및 사용료에 대한 세율의 적용 특례,Y,151106,29737454
150869,8490,2013-01-01,0012,00,학비의 분기지급,Y,150869,29697734
150872,8490,2013-01-01,0042,00,공통서식,Y,150872,29697799
150874,8490,2013-01-01,0025,00,자활근로의 대상사업,Y,150874,29697760
150876,8490,2013-01-01,0041,00,긴급급여,Y,150876,29697796
150873,8490,2013-01-01,0018,00,장제급여의 신청,Y,150873,29697746
150875,8490,2013-01-01,0034,00,급여의 신청,Y,150875,29697790
150833,8484,2013-01-01,0010,00,국내거소신고증의 재발급,Y,150833,29699989
150830,8484,2013-01-01,0013,00,과태료의 납부 고지 등,Y,150830,29699991
151105,8541,2013-01-01,0009,00,소득금액 조정에 따른 소득처분 및 세무조정,Y,151105,29737420
151420,8622,2013-01-01,0013,00,장애인연금의 환수,Y,151420,29685032
151421,8622,2013-01-01,0016,00,업무의 위탁,Y,151421,29685044
151422,8622,2013-01-01,0017,00,민감정보 및 고유식별정보의 처리,Y,151422,29685034
151423,8622,2013-01-01,0002,00,중증장애인의 범위,Y,151423,29685025
151425,8622,2013-01-01,0011,00,장애인연금의 지급 방법 및 절차,Y,151425,29685042
151426,8622,2013-01-01,0006,00,부가급여액,Y,151426,29685040
151428,8622,2013-01-01,0008,00,금융정보등의 범위,Y,151428,29685029
151429,8622,2013-01-01,0009,00,장애등급 재심사의 대상ㆍ방법 등,Y,151429,29685041
151202,8565,2013-01-01,0030,00,장애인활동지원정보시스템 활용 업무,Y,151202,29668101
143643,2461,2013-01-01,0132,00,과태료,Y,143643,29758004
143641,2461,2013-01-01,0123,00,위임 및 위탁,Y,143641,29757994
143639,2461,2013-01-01,0120,00,청문,Y,143639,29757991
143638,2461,2013-01-01,0115,00,출입검사·보고 등,Y,143638,29757985
143642,2461,2013-01-01,0128,00,벌칙,Y,143642,29758000
143636,2461,2013-01-01,0105,00,국·공유재산의 무상대부,Y,143636,29757973
143635,2461,2013-01-01,0076,00,폐기물위탁자의 의무 등,Y,143635,29757939
143634,2461,2013-01-01,0075,00,등록의 취소 등,Y,143634,29757938
143640,2461,2013-01-01,0121,00,해양오염방지관리인 등에 대한 교육·훈련,Y,143640,29757992
143644,2461,2013-01-01,0002,00,정의,Y,143644,29757845
143646,2461,2013-01-01,0041,00,대기오염물질의 배출방지를 위한 설비의 설치 등,Y,143646,29757896
143648,2461,2013-01-01,0046,00,선박 안에서의 소각금지 등,Y,143648,29757903
143649,2461,2013-01-01,0048,00,적용제외,Y,143649,29757906
143650,2461,2013-01-01,0072,00,해양환경관리업자의 의무,Y,143650,29757935
151563,8635,2013-01-01,0159,00,압류명령신청의 방식,Y,151563,31798054
151198,8565,2013-01-01,0004,00,활동지원급여의 신청자격,Y,151198,29668075
151199,8565,2013-01-01,0005,00,본인부담금 산정에 필요한 사항,Y,151199,29668076
142566,2366,2013-01-01,0016,00,공무원 겸임 또는 영리 업무 종사의 금지,Y,142566,29753764
151201,8565,2013-01-01,0023,00,본인부담금의 산정기준,Y,151201,29668094
151203,8565,2013-01-01,0014,00,수급자격 심의기준,Y,151203,29668085
151557,8635,2013-01-01,0104,00,보증의 제공에 따른 강제경매절차의 취소,Y,151557,31797938
151427,8622,2013-01-01,0007,00,신청의 방법 및 절차 등,Y,151427,29685028
151573,8640,2013-01-01,0005,00,조기진급·졸업·진학 평가위원회,Y,151573,28980518
151551,8635,2013-01-01,0073,00,변경된 매각결정기일의 통지,Y,151551,31797910
151566,8635,2013-01-01,0200,00,"채권, 그 밖의 재산권에 대한 담보권의 실행",Y,151566,31798170
151554,8635,2013-01-01,0076,00,공유자의 우선매수권 행사절차 등,Y,151554,31797913
151244,8571,2013-01-01,0007,00,부담금의 부과대상,Y,151244,27171666
151534,8635,2013-01-01,0051,00,평가서,Y,151534,31797888
151536,8635,2013-01-01,0056,00,매각기일의 공고내용 등,Y,151536,31797893
151108,8541,2013-01-01,0014,00,배당으로 간주된 이자의 손금 불산입,Y,151108,29737424
151107,8541,2013-01-01,0024,00,불복신청기간과 징수유예 등의 적용 특례,Y,151107,29737450
151539,8635,2013-01-01,0060,00,매수신청의 제한,Y,151539,31797897
151542,8635,2013-01-01,0063,00,기일입찰에서 매수신청의 보증금액,Y,151542,31797900
151528,8635,2013-01-01,0007,00,재판을 고지받을 사람의 범위,Y,151528,31797795
151545,8635,2013-01-01,0066,00,최고가매수신고인 등의 결정,Y,151545,31797903
151548,8635,2013-01-01,0070,00,기간입찰에서 매수신청보증의 제공방법,Y,151548,31797907
151240,8571,2013-01-01,0002,00,먹는물 수질 감시원,Y,151240,27171663
