일상용어 일련번호,일상용어,비고내용,출처,등록일시,수정일시
154707,특검후보추천의뢰서,,,2023-01-17,
154709,대한민국사람,,,2023-01-17,
154711,우리나라사람,,,2023-01-17,
154713,해방,,,2023-01-17,
154715,각장,,,2023-01-17,
154717,통일화,,,2023-01-17,2023-01-25
154719,법률자문관,,,2023-01-17,
154721,출납명령서,,,2023-01-17,
154723,공개경쟁임용시험,,,2023-01-17,
154725,혐의조사,,,2023-01-17,
154727,비리수사,,,2023-01-17,
154729,인수인계,,,2023-01-17,2023-08-07
154731,판결선고기일,,,2023-01-17,
154733,분장,,,2023-01-17,2023-09-10
154735,대국민설명,,,2023-01-17,
154737,업무활동비,,,2023-01-17,
154739,프리젠테이션,,,2023-01-17,2023-01-25
154741,기자간담회,,,2023-01-17,2023-04-21
154743,기계설비사업가,,,2023-01-17,
154745,면직신고,,,2023-01-17,
154747,파면신고,,,2023-01-17,
154749,노인실상조사,,,2023-01-18,
154751,한국효문화진흥원,,,2023-01-18,
154753,임명권한,,,2023-01-18,
154755,산림보호직원,,,2023-01-18,
154757,HRDK,,,2023-01-18,
154759,산업인력공단,,,2023-01-18,2023-05-02
154761,이체내역,,,2023-01-18,2023-07-25
154763,지급심의,,,2023-01-18,
154765,여론몰이,,,2023-01-18,
154767,여론왜곡,,,2023-01-18,
154769,불법바이럴,,,2023-01-18,
154771,불법대선자금,,,2023-01-18,
154773,민감정보,,,2023-01-18,2023-01-24
154775,예술고등학교,,,2023-01-18,2023-03-15
154777,영구거주,,,2023-01-18,
154781,합숙훈련,,,2023-01-18,
154783,교정신고,,,2023-01-18,
154785,청렴성,,,2023-01-18,2023-04-19
154787,이사신고,,,2023-01-18,
154791,증선위,,,2023-01-18,2023-01-18
154793,KIDP,,,2023-01-18,
154795,거주사항,,,2023-01-18,
154797,군무,,,2023-01-18,
154799,밀물,,,2023-01-18,2023-04-06
154801,방사제,,,2023-01-18,
154803,테트라포드,,,2023-01-18,
154805,특별보도,,,2023-01-18,
154807,중증신체장애인,,,2023-01-18,
154809,표준화정책,,,2023-01-18,
154811,산림교육,,,2023-01-18,
154813,창업회사,,,2023-01-18,
154815,자율교육과정,,,2023-01-18,2023-06-06
154817,국제적교육환경,,,2023-01-18,
154819,영어이용,,,2023-01-18,
154821,영어활용,,,2023-01-18,
154823,환경친화농업,,,2023-01-18,
154825,실천과업,,,2023-01-18,
154827,발행과정,,,2023-01-18,
154829,지열발전소,,,2023-01-19,
154831,진상위,,,2023-01-19,
154833,포항지진진상조사위,,,2023-01-19,
154835,업무수행기간,,,2023-01-19,2023-05-23
154837,예비조사,,,2023-01-19,2023-02-03
154839,물사용부담금,,,2023-01-19,
154841,상환부담,,,2023-01-19,
154843,상업복합시설,,,2023-01-19,
154845,공공복합시설,,,2023-01-19,
154847,포항지진트라우마센터,,,2023-01-19,
154849,재난트라우마센터,,,2023-01-19,
154851,안전불감증,,,2023-01-19,
154853,공공편의시설,,,2023-01-19,
154855,복수권리자,,,2023-01-19,
154857,공동권리인,,,2023-01-19,
154859,복수의무자,,,2023-01-19,
154861,복수시행자,,,2023-01-19,
154863,브리핑,,,2023-01-19,2023-04-02
154865,정부기관지,,,2023-01-19,
154867,학교직원,,,2023-01-19,2023-03-17
154869,교통부담금,,,2023-01-19,
154873,기업도시건설,,,2023-01-19,
154875,기업도시건설구역,,,2023-01-19,
154877,기업도시개발지역,,,2023-01-19,
154879,기업도시건설계획,,,2023-01-19,
154881,기업도시건설사업,,,2023-01-19,
154883,기업도시협의회,,,2023-01-19,
154885,기업도시추진단,,,2023-01-19,
154887,기획조직,,,2023-01-19,
154889,기획부서,,,2023-01-19,2023-09-18
154891,기획팀,,,2023-01-19,
154893,문제지역,,,2023-01-19,
154895,저개발지역,,,2023-01-19,
154897,쇠퇴지역,,,2023-01-19,
154899,대체산림조성비,,,2023-01-19,
154901,판매명령,,,2023-01-19,
154903,무급보건휴가,,,2023-01-19,
154905,복지관,,,2023-01-19,2023-09-06
154907,불허처분,,,2023-01-19,
154909,사업수행자,,,2023-01-19,
154911,첨단의료산업진흥재단,,,2023-01-19,
154913,첨복단지,,,2023-01-19,
154915,보건의료연구개발,,,2023-01-19,
154917,의료기기연구개발,,,2023-01-19,
154919,의료R&D,,,2023-01-19,
154921,의료알앤디,,,2023-01-19,
154923,신약개발센터,,,2023-01-19,
154925,국토불균형해소,,,2023-01-19,
154927,매수계획,,,2023-01-19,2023-09-16
154929,구매도모,,,2023-01-19,
154931,국토균형개발,,,2023-01-19,
154933,매연,,,2023-01-19,2023-05-16
154935,담배연기,,,2023-01-19,
154937,스모크,,,2023-01-19,
154939,산지일시이용허가,,,2023-01-19,2023-01-19
154941,산지일시이용신고,,,2023-01-19,
154943,산지일시사용신고,,,2023-01-19,
154945,산지사용허가,,,2023-01-19,2023-01-19
154947,산지사용신고,,,2023-01-19,2023-01-19
154949,의무적,,,2023-01-19,2023-04-21
154951,조세제도,,,2023-01-19,
154957,신고항목,,,2023-01-19,2023-02-26
154959,본예산,,,2023-01-19,
154961,당초예산,,,2023-01-19,
154963,임대권,,,2023-01-19,
154965,재수탁,,,2023-01-19,
154967,전용신고,,,2023-01-19,2023-02-16
154969,제주국제도시개발센터,,,2023-01-19,
154971,주택제공,,,2023-01-19,
154973,중고등학교,,,2023-01-19,
154975,지역도매시장,,,2023-01-19,
154977,지역난방설비,,,2023-01-19,
154979,직능훈련,,,2023-01-19,2023-04-11
154981,용적율,,,2023-01-19,
154983,사후협의,,,2023-01-19,
154985,사전의논,,,2023-01-19,
154987,산림교육시설,,,2023-01-19,2023-02-27
154989,토지구입비,,,2023-01-19,
154991,땅소유권,,,2023-01-19,
154993,엑셀러레이팅매니저,,,2023-01-19,
154995,입주기업지원,,,2023-01-19,2023-01-31
154997,창업보육센터위탁운영사업자,,,2023-01-19,
154999,하청,,,2023-01-19,
155001,중소벤처기업청,,,2023-01-19,
155003,고용장려금,,,2023-01-19,
155005,리셋,,,2023-01-19,2023-09-03
155009,용산땅,,,2023-01-19,
155011,용산대지,,,2023-01-19,
155013,용산가족공원,,,2023-01-19,
155015,근린공원,,,2023-01-19,
155019,주변분포부지,,,2023-01-19,
155021,주변편재부지,,,2023-01-19,
155023,침습적행위,,,2023-01-19,
155025,광장,,,2023-01-19,2023-07-26
155027,유희시설,,,2023-01-19,2023-04-02
155029,건축물용도변경,,,2023-01-19,
155031,교환토지,,,2023-01-19,
155033,존엄성,,,2023-01-19,
155035,본체땅,,,2023-01-19,
155037,본체토지,,,2023-01-19,
155039,의료윤리,,,2023-01-19,
155043,민간경력자,,,2023-01-19,2023-09-22
155045,보행통로,,,2023-01-19,2023-01-26
155047,문화계급,,,2023-01-19,
155049,외부위원,,,2023-01-19,2023-08-17
155051,향토문화발전,,,2023-01-19,
155053,생활문화센터,,,2023-01-19,
155055,문화예술도시,,,2023-01-19,
155057,법정문화도시,,,2023-01-19,
155059,복합문화지구,,,2023-01-19,
155061,다이버시티,,,2023-01-19,
155065,반납부지,,,2023-01-19,
155067,공사소음,,,2023-01-19,
155069,공항소음,,,2023-01-19,
155071,지역문화진흥정책,,,2023-01-19,
155073,행상인,,,2023-01-19,2023-04-22
155075,행상꾼,,,2023-01-19,
155077,난전,,,2023-01-19,2023-04-22
155079,전용공작물,,,2023-01-19,
155081,고위급공직자,,,2023-01-19,
155083,가변도로,,,2023-01-19,
155085,지역문화현황파악,,,2023-01-19,
155087,지역별문화현황,,,2023-01-19,
155089,정책추진능력,,,2023-01-19,
155091,정책실행능력,,,2023-01-19,
155093,지역문화통합정보시스템,,,2023-01-19,
155095,세그웨이,,,2023-01-19,
155097,정책력,,,2023-01-19,
155099,문화도시지정,,,2023-01-19,
155121,과밀,,,2023-01-19,
155123,스프링클러공사,,,2023-01-19,
155125,소방설비기사,,,2023-01-19,2023-09-17
155127,소방설비산업기사,,,2023-01-19,
155129,소방시설설계업자,,,2023-01-19,2023-01-23
155131,소방시설공사업자,,,2023-01-19,
155133,소방시설감리업자,,,2023-01-19,
155135,재시공,,,2023-01-19,
155137,소방시설물,,,2023-01-19,
155143,선발기술,,,2023-01-19,
155145,특허장부,,,2023-01-19,
155147,행위방식,,,2023-01-19,
155149,행위형태,,,2023-01-19,
155151,비상벨,,,2023-01-19,2023-07-15
155153,클랙션,,,2023-01-19,2023-07-25
155155,건사,,,2023-01-19,
155157,교통관리용,,,2023-01-19,
155159,교통단속용장치,,,2023-01-19,
155161,교통단속용설비,,,2023-01-19,
155165,교통안전규칙,,,2023-01-19,
155167,도로소통정보,,,2023-01-19,
155169,차막힘,,,2023-01-19,
155171,선로부지,,,2023-01-19,
155173,기능시험,,,2023-01-19,2023-07-26
155175,기능검정인,,,2023-01-19,
155177,성능저해,,,2023-01-19,
155179,길가장자리부분,,,2023-01-19,
155181,터널내부,,,2023-01-19,
155185,도로건설공사,,,2023-01-19,2023-01-19
155187,koroad,,,2023-01-19,
155189,도로공단,,,2023-01-19,
155191,도시정원,,,2023-01-19,
155193,합승,,,2023-01-20,
155195,합승자,,,2023-01-20,
155197,등화장치,,,2023-01-20,2023-07-17
155199,범죄이력조회,,,2023-01-20,
155201,보관사무,,,2023-01-20,2023-09-18
155203,보행로,,,2023-01-20,2023-09-05
155205,보호구간,,,2023-01-20,
155207,미이행자,,,2023-01-20,
155209,영업용승용자동차,,,2023-01-20,
155211,사업용승용차,,,2023-01-20,
155213,사업용자동차,,,2023-01-20,2023-04-27
155215,영업용자동차,,,2023-01-20,2023-04-27
155217,잡음,,,2023-01-20,
155219,수사이력조회,,,2023-01-20,
155221,양주,,,2023-01-20,2023-03-17
155223,타임,,,2023-01-20,2023-02-26
155225,안전표식,,,2023-01-20,
155227,안전표시,,,2023-01-20,
155229,알코올의존자,,,2023-01-20,
155231,알콜의존자,,,2023-01-20,
155233,약재,,,2023-01-20,2023-09-05
155235,이완,,,2023-01-20,
155237,해외국적동포,,,2023-01-20,
155239,운송영업용자동차,,,2023-01-20,
155241,드라이브,,,2023-01-20,2023-07-11
155243,주행,,,2023-01-20,2023-07-11
155245,영구금지,,,2023-01-20,
155247,자전거횡단로,,,2023-01-20,
155249,장애인복지관,,,2023-01-20,
155253,전문학원연합단체,,,2023-01-20,
155255,전문학원단체,,,2023-01-20,
155259,지불업무,,,2023-01-20,2023-02-03
155261,초짜운전자,,,2023-01-20,
155263,운전신생아,,,2023-01-20,
155267,통행요금,,,2023-01-20,
155271,스카우트운동,,,2023-01-20,
155273,소방장비운용,,,2023-01-20,
155275,소방장비정비,,,2023-01-20,2023-01-20
155277,소방장비보관,,,2023-01-20,
155279,소방장비점검,,,2023-01-20,
155281,소방장비보유현황,,,2023-01-20,
155285,소방차진입도로,,,2023-01-20,
155287,소방장비개발,,,2023-01-20,
155289,소방장비관리기본계획,,,2023-01-20,
155291,장비보강계획,,,2023-01-20,
155293,장비관리제도,,,2023-01-20,
155295,기동장비,,,2023-01-20,
155297,진압장비,,,2023-01-20,2023-05-31
155299,화재조사장비,,,2023-01-20,
155301,KFS,,,2023-01-20,
155303,기준문서,,,2023-01-20,2023-08-10
155305,소방차량표준규격서,,,2023-01-20,
155307,소방장비규격서,,,2023-01-20,
155309,코팅,,,2023-01-20,2023-07-11
155311,인증장비,,,2023-01-20,
155313,소방장비인증,,,2023-01-20,
155315,안정성인증,,,2023-01-20,
155317,국가간상호인정,,,2023-01-20,
155319,다자간상호인정협정,,,2023-01-20,
155321,국제상호인정협정,,,2023-01-20,
155323,자격인정,,,2023-01-20,2023-05-13
155325,상호인정계약,,,2023-01-20,
155327,물품목록번호,,,2023-01-20,2023-01-20
155329,물품식별번호,,,2023-01-20,
155331,구조장비보유기준,,,2023-01-20,
155333,통신장비보유기준,,,2023-01-20,
155335,항공운항정비장비보유기준,,,2023-01-20,
155337,항공구급장비보유기준,,,2023-01-20,
155339,개인휴대안전장비기준,,,2023-01-20,
155341,품목명,,,2023-01-20,
155343,개방화장실,,,2023-01-20,2023-05-29
155345,물리적성질,,,2023-01-20,
155347,소방장비검사,,,2023-01-20,
155349,소방장비전수검사,,,2023-01-20,
155351,소방장비납품검사,,,2023-01-20,
155353,물품관리운용,,,2023-01-20,
155355,주요물품정수책정기준,,,2023-01-20,
155357,정수관리,,,2023-01-20,
155359,개인방호장비,,,2023-01-20,
155361,사용부서변경,,,2023-01-20,
155363,사용관리전환,,,2023-01-20,
155365,재고관리,,,2023-01-20,2023-04-18
155367,수요예측,,,2023-01-20,
155369,장비관리기록,,,2023-01-20,
155371,장비운용기록,,,2023-01-20,
155373,소방총감,,,2023-01-20,2023-04-14
155375,위험물제거,,,2023-01-20,
155377,구출활동,,,2023-01-20,2023-05-10
155379,비상전원공급,,,2023-01-20,
155381,제설지원,,,2023-01-20,
155383,산불예방지원,,,2023-01-20,
155385,피해복구지원,,,2023-01-20,
155387,화재진압,,,2023-01-20,2023-09-04
155389,소방장비운전원,,,2023-01-20,
155391,의용소방대원,,,2023-01-20,
155393,119안전센터,,,2023-01-20,2023-05-30
155395,긴급구조대응,,,2023-01-20,
155397,장비결함,,,2023-01-20,
155399,미포함,,,2023-01-20,
155401,주상복합아파트,,,2023-01-20,
155403,소방장비정비센터,,,2023-01-20,
155405,정비센터,,,2023-01-20,
155407,삭제신청,,,2023-01-20,2023-07-15
155409,분양업자,,,2023-01-20,
155411,인지금액,,,2023-01-20,
155413,담보가등기,,,2023-01-20,
155415,가등기담보,,,2023-01-20,
155417,땅사용권,,,2023-01-20,
155419,분양등록,,,2023-01-20,
155421,PR,,,2023-01-20,2023-05-11
155423,못씀,,,2023-01-20,
155425,각각설명,,,2023-01-20,2023-01-20
155427,개인별설명,,,2023-01-20,2023-01-20
155429,범세계적,,,2023-01-20,
155431,인터내셔널,,,2023-01-20,
155433,절멸위기종,,,2023-01-20,
155435,위급종,,,2023-01-20,
155437,위기종,,,2023-01-20,
155439,하도급신고,,,2023-01-20,
155441,도급보고,,,2023-01-20,
155443,인위적증식,,,2023-01-20,
155445,자생생물,,,2023-01-20,
155447,병리해부검사,,,2023-01-20,
155449,바이러스검사,,,2023-01-20,
155451,공공재,,,2023-01-20,
155453,발생장소,,,2023-01-20,
155455,생태계다양성,,,2023-01-20,
155457,유전자다양성,,,2023-01-20,
155459,서식상황,,,2023-01-20,2023-03-27
155461,배출량저감계획서,,,2023-01-20,
155463,보관계획안,,,2023-01-20,
155465,원상회복조치,,,2023-01-20,
155467,회복조치,,,2023-01-20,
155469,원상복구조치,,,2023-01-20,
155471,자연발생장소,,,2023-01-20,
155473,동물원,,,2023-01-20,
155475,생태연구원,,,2023-01-20,
155477,가혹행위금지,,,2023-01-20,
155479,경관보전지구,,,2023-01-20,
155481,습지보호,,,2023-01-20,2023-05-11
155483,습지보전,,,2023-01-20,
155485,박제동물,,,2023-01-20,
155487,멸종위기야생생물인공증식증명서,,,2023-01-20,2023-01-20
155489,국제적멸종위기종인공증식증명서,,,2023-01-20,2023-01-20
155491,실내사육시설,,,2023-01-20,
155493,야외방사장,,,2023-01-20,
155495,동물건강관리,,,2023-01-20,
155497,사육사양성,,,2023-01-20,
155499,이사시기,,,2023-01-20,
155501,과열,,,2023-01-20,2023-05-30
155503,어지럽힘,,,2023-01-20,
155505,수렵배상책임보험,,,2023-01-20,
155507,유해야생동물피해방지단,,,2023-01-20,
155509,수탁관리인,,,2023-01-20,
155511,들고양이,,,2023-01-20,
155513,야생생물서식지,,,2023-01-20,
155515,테스트용,,,2023-01-20,2023-05-09
155517,정화조,,,2023-01-20,2023-04-13
155519,탁수,,,2023-01-20,2023-09-16
155521,분석용,,,2023-01-20,
155523,위반건수,,,2023-01-20,
155525,질병조사,,,2023-01-20,
155527,질병관리체계,,,2023-01-20,
155529,검역시스템,,,2023-01-20,
155531,유해화학물질관리인,,,2023-01-20,
155533,수행계획서,,,2023-01-20,2023-09-07
155535,실행여부,,,2023-01-20,2023-05-01
155537,수행여부,,,2023-01-20,
155539,종사자인원,,,2023-01-20,
155541,중요취급시설,,,2023-01-20,
155543,지역화학사고대처계획,,,2023-01-20,
155545,취급설비,,,2023-01-20,
155547,데이터교환체계,,,2023-01-20,
155549,수렵강습이수증,,,2023-01-20,
155551,야생생물보호원,,,2023-01-20,
155553,정보처리역량,,,2023-01-20,
155555,정보처리실력,,,2023-01-20,
155557,산양삼,,,2023-01-20,
155559,특별관리제도,,,2023-01-20,
155561,산림작업용장비,,,2023-01-20,
155563,산불진화용장비,,,2023-01-20,
155565,모범독림가,,,2023-01-20,2023-04-26
155567,우수독림가,,,2023-01-20,2023-04-26
155569,자영독림가,,,2023-01-20,
155571,산촌진흥구역,,,2023-01-20,
155573,산촌진흥기본계획,,,2023-01-20,
155575,산촌활성화지원센터,,,2023-01-20,
155577,교류지원사업,,,2023-01-20,
155579,산촌공동체지원사업,,,2023-01-20,
155581,창업지원사업,,,2023-01-20,
155583,복합임업경영,,,2023-01-20,
155585,임업생산,,,2023-01-20,
155587,정화작용능력,,,2023-01-20,
155589,산촌활성화,,,2023-01-20,
155591,거점지,,,2023-01-20,2023-03-31
155593,프라이드,,,2023-01-20,
155595,산출묘,,,2023-01-20,
155597,묘목생산,,,2023-01-20,
155599,귀산촌,,,2023-01-20,
155601,산촌살이,,,2023-01-20,
155603,임업규모,,,2023-01-20,
155605,산림경영규모,,,2023-01-20,
155607,소유구조변화,,,2023-01-20,
155609,소유구조개편,,,2023-01-20,
155611,지배구조,,,2023-01-20,2023-05-19
155613,사유림대리경영,,,2023-01-20,
155615,협업삼림경영,,,2023-01-20,
155617,겸업적임업,,,2023-01-20,
155619,부업적임업,,,2023-01-20,
155621,전업적임업경영,,,2023-01-20,
155623,조림사업,,,2023-01-20,
155627,저장포맷,,,2023-01-21,
155629,포맷,,,2023-01-21,
155631,시청각교육,,,2023-01-21,2023-09-07
155633,픽처,,,2023-01-21,
155635,영화필름,,,2023-01-21,
155637,동의대학교사건,,,2023-01-21,
155639,5·3동의대사건,,,2023-01-21,
155641,동의대경찰관참사사건,,,2023-01-21,
155643,질병관리본부,,,2023-01-21,2023-03-28
155645,인공장기,,,2023-01-21,2023-08-04
155647,말하기,,,2023-01-21,
155649,표준어규정,,,2023-01-21,
155651,표준발음법,,,2023-01-21,
155653,외래어표기법,,,2023-01-21,
155655,로마자표기법,,,2023-01-21,
155657,문체부,,,2023-01-21,2023-03-15
155659,확증의무,,,2023-01-21,
155661,체육진흥투표권,,,2023-01-21,
155663,소싸움경기,,,2023-01-21,
155665,경주사업자,,,2023-01-21,
155667,싸움소관리,,,2023-01-21,
155669,싸움소조련,,,2023-01-21,
155671,설계불승인,,,2023-01-21,
155673,설계허락,,,2023-01-21,
155675,정리요청,,,2023-01-21,
155677,청년농어업종사자,,,2023-01-21,
155681,연소재,,,2023-01-21,2023-07-18
155683,오니,,,2023-01-21,2023-04-02
155685,폐알칼리,,,2023-01-21,2023-04-02
155687,잔업처리자,,,2023-01-21,
155689,수행보고,,,2023-01-22,
155691,임농복합경영,,,2023-01-23,
155693,산림복합경영,,,2023-01-23,
155695,혼농임업,,,2023-01-23,
155697,원목생산,,,2023-01-23,
155699,제재생산,,,2023-01-23,
155701,목재수입,,,2023-01-23,
155703,임목벌채,,,2023-01-23,
155705,비즈니스모델,,,2023-01-23,
155707,임간재배기술,,,2023-01-23,
155709,외재,,,2023-01-23,
155711,목재비축림,,,2023-01-23,
155713,삼림욕,,,2023-01-23,
155715,피톤치드,,,2023-01-23,
155717,산림휴양단지,,,2023-01-23,
155719,글램핑,,,2023-01-23,
155721,차박,,,2023-01-23,
155723,목조주택,,,2023-01-23,
155725,전원주택,,,2023-01-23,
155727,목조주택단지,,,2023-01-23,
155729,산림소유자,,,2023-01-23,
155731,임업종묘,,,2023-01-23,
155733,산림경영기술자,,,2023-01-23,
155735,작업인력,,,2023-01-23,
155737,토지조사,,,2023-01-23,2023-08-23
155739,종자조사,,,2023-01-23,
155741,생산적합성조사,,,2023-01-23,
155743,생산예정구역,,,2023-01-23,
155745,임업기계장비,,,2023-01-23,
155747,장비유지보수,,,2023-01-23,
155749,임업진흥촉진지역,,,2023-01-23,
155751,임업진흥시책,,,2023-01-23,
